neutral_mturk,negative_mturk,positive_mturk,total,agree_mturk,sent_m,sent_c,sent_g,sent_l,neutral_sent,pos_sent,neg_sent,agree_sent,neutral_stan,pos_stan,neg_stan,agree_stan,stance_m,stance_c,stance_g,stance_l,agree_stance,stance_epfl,id_tweets,sentiment_gpt,explanation,prompt,tweet_id
2,0,9,11,positive,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,5,neutral,"e tweet is providing information about the distribution of the Pfizer Covid vaccine without expressing any personal feelings, perspectives, or biases towards vaccinations.",41,966067453024505900
2,0,9,11,positive,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,5,neutral,e tweet is simply reporting news about the distribution of the Pfizer Covid vaccine and does not express any personal sentiment or opinion regarding vaccines or vaccinations.,45,966067453024505900
2,0,9,11,positive,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,5,neutral,"is tweet does not express opinion regarding vaccination; rather, it provides factual information about who will receive a particular vaccine first.",4,966067453024505900
2,0,9,11,positive,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,5,neutral,is tweet is factual and does not express any opinion or sentiment towards vaccination.,5,966067453024505900
2,0,9,11,positive,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,5,neutral,is tweet provides factual information regarding the rollout of the vaccine and does not express any sentiment.,6,966067453024505900
2,0,9,11,positive,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,5,neutral,is tweet is factual and does not express any sentiment towards vaccination.,7,966067453024505900
2,0,9,11,positive,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,5,neutral,"e tweet does not express any stance from the user towards vaccination, but provides factual information on who will get the vaccine.",8,966067453024505900
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,1,positive,,0,1072895733970407400
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,1,positive," The tweet expresses a positive sentiment regarding vaccination, as the user is comparing the Brexit process to a vaccine, suggesting that it could have a positive health effect on the EU by protecting it from anti-EU propaganda.",1,1072895733970407400
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,1,neutral,"e sentiment of the tweet is neither positive or negative but rather factual as it is reporting Donald Tusk's statement about the Brexit situation being a ""vaccine against anti-EU propaganda.""",3,1072895733970407400
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,1,neutral,,40,1072895733970407400
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,1,neutral,"e tweet is discussing a political event (Brexit) and its potential impact on public perception of the European Union, using the term 'vaccine' metaphorically. It does not express a sentiment towards vaccinations themselves.",41,1072895733970407400
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,1,negative,nt of the user in the tweet is neutral. The user is sharing a news headline related to Brexit and vaccines. The tweet's contents are factual and do not express any personal sentiment or emotion regarding vaccinations.,45,1072895733970407400
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,1,neutral,is tweet does not express a sentiment regarding vaccination.,4,1072895733970407400
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,1,neutral,is tweet is neutral because it is factual and there is no sentiment expressed.,5,1072895733970407400
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,1,neutral,"e tweet does not express a sentiment for or against vaccination; rather, it is an objective statement regarding the potential implications of the Brexit decision.",6,1072895733970407400
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,1,neutral,"is tweet does not express an opinion related to vaccinations or vaccines, simply stating factual information.",7,1072895733970407400
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,1,neutral,e tweet does not indicate the user's stance towards vaccination.,8,1072895733970407400
2,0,8,10,positive,positive,positive,positive,positive,0,100,0,1,0,100,0,1,positive,positive,positive,positive,1,positive,509,positive,,0,1371584461054349300
2,0,8,10,positive,positive,positive,positive,positive,0,100,0,1,0,100,0,1,positive,positive,positive,positive,1,positive,509,positive," The user expresses enthusiasm and excitement for vaccine passports, indicating a positive sentiment.",1,1371584461054349300
2,0,8,10,positive,positive,positive,positive,positive,0,100,0,1,0,100,0,1,positive,positive,positive,positive,1,positive,509,neutral,e tweet expresses enthusiasm for the vaccine passport but does not express a sentiment regarding vaccination in general.,3,1371584461054349300
2,0,8,10,positive,positive,positive,positive,positive,0,100,0,1,0,100,0,1,positive,positive,positive,positive,1,positive,509,positive,,40,1371584461054349300
2,0,8,10,positive,positive,positive,positive,positive,0,100,0,1,0,100,0,1,positive,positive,positive,positive,1,positive,509,positive,"he user expresses enthusiasm and readiness about vaccine passports, showing a positive sentiment towards vaccination. Words like ""Brilliant,"" ""bring it on,"" and ""sign me up!"" indicate this sentiment.",41,1371584461054349300
2,0,8,10,positive,positive,positive,positive,positive,0,100,0,1,0,100,0,1,positive,positive,positive,positive,1,positive,509,positive,"he user expresses a positive sentiment towards the vaccination by showing enthusiasm and readiness to receive the vaccine with phrases like ""Brilliant, bring it on and sign me up!"".",45,1371584461054349300
2,0,8,10,positive,positive,positive,positive,positive,0,100,0,1,0,100,0,1,positive,positive,positive,positive,1,positive,509,positive,"he user expresses enthusiasm for vaccine passports, suggesting they support the idea.",4,1371584461054349300
2,0,8,10,positive,positive,positive,positive,positive,0,100,0,1,0,100,0,1,positive,positive,positive,positive,1,positive,509,positive,he user expresses enthusiasm for vaccine passports being trialled.,5,1371584461054349300
2,0,8,10,positive,positive,positive,positive,positive,0,100,0,1,0,100,0,1,positive,positive,positive,positive,1,positive,509,positive,he user expresses hope and anticipation towards the vaccine.,6,1371584461054349300
2,0,8,10,positive,positive,positive,positive,positive,0,100,0,1,0,100,0,1,positive,positive,positive,positive,1,positive,509,positive,he user expresses an eagerness and anticipation towards the vaccine.,7,1371584461054349300
2,0,8,10,positive,positive,positive,positive,positive,0,100,0,1,0,100,0,1,positive,positive,positive,positive,1,positive,509,positive,he user displays enthusiasm and support towards vaccine passports.,8,1371584461054349300
3,1,6,10,positive,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,569,positive,,0,1386164513443967e3
3,1,6,10,positive,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,569,positive," The tweet expresses support for the efforts to develop a coronavirus vaccine, featuring prominent figures like the British Prime Minister and Bill Gates.",1,1386164513443967e3
3,1,6,10,positive,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,569,neutral,"is tweet does not express any sentiment, but rather presents factual information about the British prime minister's plan to discuss coronavirus vaccine efforts with Bill Gates.",3,1386164513443967e3
3,1,6,10,positive,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,569,neutral,,40,1386164513443967e3
3,1,6,10,positive,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,569,neutral,"e tweet reports a fact about a meeting between British PM Boris Johnson and Bill Gates to discuss Coronavirus vaccine efforts. It doesn't express a personal opinion or emotion about vaccines, hence the sentiment is neutral.",41,1386164513443967e3
3,1,6,10,positive,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,569,negative,"nt regarding vaccination in the tweet is neutral. The user is simply sharing an article about the British PM Boris Johnson discussing Coronavirus vaccine efforts with Bill Gates, without expressing any personal feelings or opinions about the vaccine.",45,1386164513443967e3
3,1,6,10,positive,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,569,neutral,is tweet does not express an opinion on vaccinations.,4,1386164513443967e3
3,1,6,10,positive,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,569,neutral,e tweet expresses factual information about a discussion about the coronavirus vaccine and does not express any sentiment.,5,1386164513443967e3
3,1,6,10,positive,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,569,neutral,"e tweet does not express a sentiment regarding vaccination, but rather states facts regarding a conversation between Boris Johnson and Bill Gates.",6,1386164513443967e3
3,1,6,10,positive,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,569,neutral,"e tweet is a factual statement with no sentiment expressed, neither positive or negative.",7,1386164513443967e3
3,1,6,10,positive,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,569,neutral,e tweet does not contain any sentiment or opinion which can be categorized as either positive or negative.,8,1386164513443967e3
3,0,0,3,neutral,neutral,negative,neutral,negative,50,0,50,0,50,0,50,0,neutral,negative,neutral,negative,0,negative,251,negative,,0,932765508297949200
3,0,0,3,neutral,neutral,negative,neutral,negative,50,0,50,0,50,0,50,0,neutral,negative,neutral,negative,0,negative,251,negative, The user expresses doubt and criticism regarding the effects of the vaccine in this tweet.,1,932765508297949200
3,0,0,3,neutral,neutral,negative,neutral,negative,50,0,50,0,50,0,50,0,neutral,negative,neutral,negative,0,negative,251,neutral,e tweet does not express a positive or negative sentiment regarding vaccination.,3,932765508297949200
3,0,0,3,neutral,neutral,negative,neutral,negative,50,0,50,0,50,0,50,0,neutral,negative,neutral,negative,0,negative,251,neutral,,40,932765508297949200
3,0,0,3,neutral,neutral,negative,neutral,negative,50,0,50,0,50,0,50,0,neutral,negative,neutral,negative,0,negative,251,neutral,"e user doesn't express a clear sentiment in favor or against vaccination in the text. He just highlights a potential consequence, without stating it as positive or negative.",41,932765508297949200
3,0,0,3,neutral,neutral,negative,neutral,negative,50,0,50,0,50,0,50,0,neutral,negative,neutral,negative,0,negative,251,neutral,e user is simply mentioning the word 'vaccine' without expressing any sentiment or personal opinion towards it.,45,932765508297949200
3,0,0,3,neutral,neutral,negative,neutral,negative,50,0,50,0,50,0,50,0,neutral,negative,neutral,negative,0,negative,251,negative,"he user expresses frustration over the idea of being vaccinated, indicating a negative sentiment towards it.",4,932765508297949200
3,0,0,3,neutral,neutral,negative,neutral,negative,50,0,50,0,50,0,50,0,neutral,negative,neutral,negative,0,negative,251,positive,he user expresses hope that the vaccine will be successful and be available world-wide.,5,932765508297949200
3,0,0,3,neutral,neutral,negative,neutral,negative,50,0,50,0,50,0,50,0,neutral,negative,neutral,negative,0,negative,251,neutral,is tweet does not express a sentiment regarding vaccination but rather expresses surprise about the user posting a tweet about vaccination.,6,932765508297949200
3,0,0,3,neutral,neutral,negative,neutral,negative,50,0,50,0,50,0,50,0,neutral,negative,neutral,negative,0,negative,251,negative,he user expresses disappointment and anger towards a negative statement on vaccines or vaccinations.,7,932765508297949200
3,0,0,3,neutral,neutral,negative,neutral,negative,50,0,50,0,50,0,50,0,neutral,negative,neutral,negative,0,negative,251,neutral,"The tweet does not express a stance towards vaccination, but rather aims to criticize the user for posting about a vaccine.",8,932765508297949200
4,0,0,4,neutral,neutral,negative,negative,negative,25,0,75,1,25,75,0,1,neutral,positive,positive,positive,0,positive,227,negative,,0,1422931940156522500
4,0,0,4,neutral,neutral,negative,negative,negative,25,0,75,1,25,75,0,1,neutral,positive,positive,positive,0,positive,227,negative," The tweet expresses doubt about the effectiveness of a potential vaccine in addressing the educational needs of students from ""disadvantage schools that can't teach online.""",1,1422931940156522500
4,0,0,4,neutral,neutral,negative,negative,negative,25,0,75,1,25,75,0,1,neutral,positive,positive,positive,0,positive,227,neutral,"e sentiment expressed in the tweet does not express a clear opinion about the efficacy of vaccination, positive or negative.",3,1422931940156522500
4,0,0,4,neutral,neutral,negative,negative,negative,25,0,75,1,25,75,0,1,neutral,positive,positive,positive,0,positive,227,neutral,,40,1422931940156522500
4,0,0,4,neutral,neutral,negative,negative,negative,25,0,75,1,25,75,0,1,neutral,positive,positive,positive,0,positive,227,neutral,"e user expresses no sentiment towards vaccination in their tweet. Instead, they comment on the timeline of a potential vaccine and the impact of the current situation on disadvantaged schools.",41,1422931940156522500
4,0,0,4,neutral,neutral,negative,negative,negative,25,0,75,1,25,75,0,1,neutral,positive,positive,positive,0,positive,227,neutral,e user is expressing a concern about the timing of the vaccine's availability and its impact on disadvantaged schools. There is no sentiment expressed towards the vaccine itself.,45,1422931940156522500
4,0,0,4,neutral,neutral,negative,negative,negative,25,0,75,1,25,75,0,1,neutral,positive,positive,positive,0,positive,227,neutral,e sentiment expressed in the tweet does not express an opinion on vaccination. They are merely pointing out the potential difficulties schools could face if a vaccine is not available until next year.,4,1422931940156522500
4,0,0,4,neutral,neutral,negative,negative,negative,25,0,75,1,25,75,0,1,neutral,positive,positive,positive,0,positive,227,neutral,e tweet is asking a factual question and is not expressing a sentiment about vaccination.,5,1422931940156522500
4,0,0,4,neutral,neutral,negative,negative,negative,25,0,75,1,25,75,0,1,neutral,positive,positive,positive,0,positive,227,neutral,"e sentiment expressed in this tweet is not opinionated; rather, it is a question posed by the user about the availability of a vaccine and its implications for disadvantaged schools.",6,1422931940156522500
4,0,0,4,neutral,neutral,negative,negative,negative,25,0,75,1,25,75,0,1,neutral,positive,positive,positive,0,positive,227,negative," The user expresses concern about disadvantage schools not having access to vaccines, implying they may not be able to teach online.",7,1422931940156522500
4,0,0,4,neutral,neutral,negative,negative,negative,25,0,75,1,25,75,0,1,neutral,positive,positive,positive,0,positive,227,neutral,e tweet does not express an opinion about the stance of the user towards vaccination.,8,1422931940156522500
3,0,0,3,neutral,neutral,negative,neutral,negative,50,0,50,0,25,0,75,1,neutral,negative,negative,negative,0,negative,138,neutral,,0,1285590601027682300
3,0,0,3,neutral,neutral,negative,neutral,negative,50,0,50,0,25,0,75,1,neutral,negative,negative,negative,0,negative,138,neutral,"The sentiment expressed here is neither positive nor negative, but rather a call to action for the improvement of vaccine policy, without expressing an opinion on the efficacy or safety of vaccines.",1,1285590601027682300
3,0,0,3,neutral,neutral,negative,neutral,negative,50,0,50,0,25,0,75,1,neutral,negative,negative,negative,0,negative,138,neutral,"e tweet does not express a clear sentiment for or against vaccination, but rather calls for a reevaluation of the existing policies and organizations that influence vaccine policy.",3,1285590601027682300
3,0,0,3,neutral,neutral,negative,neutral,negative,50,0,50,0,25,0,75,1,neutral,negative,negative,negative,0,negative,138,neutral,,40,1285590601027682300
3,0,0,3,neutral,neutral,negative,neutral,negative,50,0,50,0,25,0,75,1,neutral,negative,negative,negative,0,negative,138,neutral,"e sentiment in this tweet is neutral as the user does not express a personal feeling or attitude towards vaccination. They simply suggest that there should be a reassessment of the individuals and organizations that define and promote vaccine policies. They also use hashtags that imply a call for freedom in vaccination choice, but they neither show clear support nor opposition to vaccination.",41,1285590601027682300
3,0,0,3,neutral,neutral,negative,neutral,negative,50,0,50,0,25,0,75,1,neutral,negative,negative,negative,0,negative,138,neutral,"e user is stating a fact about the need to improve vaccine policy, but they are not expressing a personal sentiment towards vaccines themselves.",45,1285590601027682300
3,0,0,3,neutral,neutral,negative,neutral,negative,50,0,50,0,25,0,75,1,neutral,negative,negative,negative,0,negative,138,positive," The user expresses support for parental rights, vaccination choice, and medical freedom which is indicative of a positive sentiment towards vaccines.",4,1285590601027682300
3,0,0,3,neutral,neutral,negative,neutral,negative,50,0,50,0,25,0,75,1,neutral,negative,negative,negative,0,negative,138,positive,"he user expresses hope that vaccines become successful and accessible to everyone, which indicates a positive sentiment regarding vaccations.",5,1285590601027682300
3,0,0,3,neutral,neutral,negative,neutral,negative,50,0,50,0,25,0,75,1,neutral,negative,negative,negative,0,negative,138,neutral,"e user does not express either a positive or negative sentiment regarding vaccines, rather they are expressing an opinion about policy and individuals related to vaccine policy.",6,1285590601027682300
3,0,0,3,neutral,neutral,negative,neutral,negative,50,0,50,0,25,0,75,1,neutral,negative,negative,negative,0,negative,138,negative,"he user expresses disagreement with a positive statement on vaccines, and expresses belief that vaccines are not necessary.",7,1285590601027682300
3,0,0,3,neutral,neutral,negative,neutral,negative,50,0,50,0,25,0,75,1,neutral,negative,negative,negative,0,negative,138,positive,he user expresses a desire for an improved vaccine policy and a respect for individuals and organizations that define and promote these policies.,8,1285590601027682300
3,0,0,3,neutral,neutral,negative,negative,negative,25,0,75,1,50,0,50,0,neutral,negative,negative,neutral,0,negative,524,negative,,0,1416061694845997e3
3,0,0,3,neutral,neutral,negative,negative,negative,25,0,75,1,50,0,50,0,neutral,negative,negative,neutral,0,negative,524,negative," The user expresses frustration and disbelief that giving people diseases, virus, etc., is considered ethical but using a placebo for a study is unethical. This shows a negative sentiment toward vaccination.",1,1416061694845997e3
3,0,0,3,neutral,neutral,negative,negative,negative,25,0,75,1,50,0,50,0,neutral,negative,negative,neutral,0,negative,524,neutral,"e tweet does not express a positive or negative sentiment regarding vaccination, but rather questions the ethics of conducting a study.",3,1416061694845997e3
3,0,0,3,neutral,neutral,negative,negative,negative,25,0,75,1,50,0,50,0,neutral,negative,negative,neutral,0,negative,524,negative,,40,1416061694845997e3
3,0,0,3,neutral,neutral,negative,negative,negative,25,0,75,1,50,0,50,0,neutral,negative,negative,neutral,0,negative,524,negative,"he user in the tweet expresses a negative sentiment towards vaccination, as indicated by the sarcastic tone and skepticism about the ethics of vaccination versus unvaccinated studies. They criticize the notion of intentionally exposing people to diseases as being considered ""ethical"" compared to conducting a study using a placebo.",41,1416061694845997e3
3,0,0,3,neutral,neutral,negative,negative,negative,25,0,75,1,50,0,50,0,neutral,negative,negative,neutral,0,negative,524,negative,"nt regarding vaccination expressed by the user in the tweet is negative. The user is criticizing the argument that conducting a study comparing vaccinated and unvaccinated individuals would be unethical, implying skepticism towards vaccines. The user also sarcastically comments on the idea that administering diseases is considered ethical while using a placebo is not, which further enhances the negative sentiment.",45,1416061694845997e3
3,0,0,3,neutral,neutral,negative,negative,negative,25,0,75,1,50,0,50,0,neutral,negative,negative,neutral,0,negative,524,negative, The user expresses disapproval of the use of a placebo for a study and even suggests that giving people diseases on purpose is ethical.,4,1416061694845997e3
3,0,0,3,neutral,neutral,negative,negative,negative,25,0,75,1,50,0,50,0,neutral,negative,negative,neutral,0,negative,524,neutral,is tweet does not express a positive or negative sentiment regarding vaccination.,5,1416061694845997e3
3,0,0,3,neutral,neutral,negative,negative,negative,25,0,75,1,50,0,50,0,neutral,negative,negative,neutral,0,negative,524,neutral,"e user is expressing frustration regarding the ethics of the study, but does not express any sentiment towards vaccination.",6,1416061694845997e3
3,0,0,3,neutral,neutral,negative,negative,negative,25,0,75,1,50,0,50,0,neutral,negative,negative,neutral,0,negative,524,negative,he user expresses a negative sentiment towards vaccines and implies that it is unethical to conduct a study to compare the efficacy of vaccinated versus unvaccinated individuals.,7,1416061694845997e3
3,0,0,3,neutral,neutral,negative,negative,negative,25,0,75,1,50,0,50,0,neutral,negative,negative,neutral,0,negative,524,neutral,e tweet does not express an opinion towards vaccination.,8,1416061694845997e3
5,0,0,5,neutral,neutral,neutral,negative,neutral,75,0,25,1,25,25,50,0,neutral,positive,negative,negative,0,negative,476,neutral,,0,1253618155165016e3
5,0,0,5,neutral,neutral,neutral,negative,neutral,75,0,25,1,25,25,50,0,neutral,positive,negative,negative,0,negative,476,neutral,"The sentiment expressed by the user is neither positive nor negative, but instead focused on caution when it comes to altering humanity's long and successful natural immunity strategy.",1,1253618155165016e3
5,0,0,5,neutral,neutral,neutral,negative,neutral,75,0,25,1,25,25,50,0,neutral,positive,negative,negative,0,negative,476,neutral,"e sentiment expressed in this tweet is neutral because it neither expresses support nor opposition for vaccination, but rather expresses caution in altering humanity's natural immunity strategy for coronaviruses.",3,1253618155165016e3
5,0,0,5,neutral,neutral,neutral,negative,neutral,75,0,25,1,25,25,50,0,neutral,positive,negative,negative,0,negative,476,neutral,,40,1253618155165016e3
5,0,0,5,neutral,neutral,neutral,negative,neutral,75,0,25,1,25,25,50,0,neutral,positive,negative,negative,0,negative,476,neutral,"planation: In this tweet, the user is expressing a desire for caution and intelligent decision-making regarding vaccinations, rather than expressing a clear positive or negative sentiment about vaccinations themselves. They are not opposing vaccinations (negative sentiment) or praising them (positive sentiment), but discussing the complexities of the topic.",41,1253618155165016e3
5,0,0,5,neutral,neutral,neutral,negative,neutral,75,0,25,1,25,25,50,0,neutral,positive,negative,negative,0,negative,476,negative,"he user is expressing caution and skepticism towards vaccinations, indicating a negative sentiment towards them. This is evident from the phrases ""CAUTION in altering humanity's long and successful natural immunity strategy"" and ""being a smart about vaccinations"".",45,1253618155165016e3
5,0,0,5,neutral,neutral,neutral,negative,neutral,75,0,25,1,25,25,50,0,neutral,positive,negative,negative,0,negative,476,neutral,e sentiment expressed in the tweet does not indicate a strong opinion one way or the other regarding vaccinations.,4,1253618155165016e3
5,0,0,5,neutral,neutral,neutral,negative,neutral,75,0,25,1,25,25,50,0,neutral,positive,negative,negative,0,negative,476,negative,he user expresses caution in altering humanity's natural immunity strategy toward weak coronaviruses and implies that caution should be taken when considering vaccinations.,5,1253618155165016e3
5,0,0,5,neutral,neutral,neutral,negative,neutral,75,0,25,1,25,25,50,0,neutral,positive,negative,negative,0,negative,476,neutral,"e sentiment expressed in the tweet does not convey either a positive or negative opinion toward vaccination, it simply outlines two points that argue for caution in the use of them.",6,1253618155165016e3
5,0,0,5,neutral,neutral,neutral,negative,neutral,75,0,25,1,25,25,50,0,neutral,positive,negative,negative,0,negative,476,negative,"he user expresses caution and argues against altering humanity's natural immunity strategy for weak coronaviruses, suggesting an opposition to vaccinations.",7,1253618155165016e3
5,0,0,5,neutral,neutral,neutral,negative,neutral,75,0,25,1,25,25,50,0,neutral,positive,negative,negative,0,negative,476,neutral,e tweet does not express any sentiment in particular towards vaccination.,8,1253618155165016e3
3,0,0,3,neutral,neutral,negative,neutral,positive,50,25,25,0,25,0,75,1,negative,negative,neutral,negative,0,negative,36,neutral,,0,889505564098785300
3,0,0,3,neutral,neutral,negative,neutral,positive,50,25,25,0,25,0,75,1,negative,negative,neutral,negative,0,negative,36,negative," The user expresses a sentiment against vaccination, suggesting that people don't need it because they are already ""highly immune.""",1,889505564098785300
3,0,0,3,neutral,neutral,negative,neutral,positive,50,25,25,0,25,0,75,1,negative,negative,neutral,negative,0,negative,36,neutral,"e sentiment expressed is neither positive nor negative but rather neutral, as the user is offering a factual statement about the lack of Coronavirus in Bihar and the presumed immunity of BPSC Judiciary mains aspirants.",3,889505564098785300
3,0,0,3,neutral,neutral,negative,neutral,positive,50,25,25,0,25,0,75,1,negative,negative,neutral,negative,0,negative,36,neutral,,40,889505564098785300
3,0,0,3,neutral,neutral,negative,neutral,positive,50,25,25,0,25,0,75,1,negative,negative,neutral,negative,0,negative,36,neutral,e user doesn't express any sentiment towards the vaccination in particular. They are just stating that they don't need it as they believe they are immune to the virus.,41,889505564098785300
3,0,0,3,neutral,neutral,negative,neutral,positive,50,25,25,0,25,0,75,1,negative,negative,neutral,negative,0,negative,36,positive,"he user is expressing irony and sarcasm in claiming that they are ""highly immune"" and suggesting that they don't need a vaccine, which indicates that they actually believe in the importance and necessity of vaccination.",45,889505564098785300
3,0,0,3,neutral,neutral,negative,neutral,positive,50,25,25,0,25,0,75,1,negative,negative,neutral,negative,0,negative,36,neutral,e sentiment expressed in this tweet is not explicitly positive or negative. The user is simply expressing a lack of need for vaccination for a specific group of people.,4,889505564098785300
3,0,0,3,neutral,neutral,negative,neutral,positive,50,25,25,0,25,0,75,1,negative,negative,neutral,negative,0,negative,36,neutral,"e user does not express a sentiment regarding the vaccine, but instead is skeptical of the perceived need for it.",5,889505564098785300
3,0,0,3,neutral,neutral,negative,neutral,positive,50,25,25,0,25,0,75,1,negative,negative,neutral,negative,0,negative,36,neutral,"e tweet does not express a clear sentiment either for or against vaccination, instead expressing a lack of need for vaccination due to the lack of Coronavirus in Bihar.",6,889505564098785300
3,0,0,3,neutral,neutral,negative,neutral,positive,50,25,25,0,25,0,75,1,negative,negative,neutral,negative,0,negative,36,negative,"he user expresses a belief that they are ""highly immune"" from coronavirus without the need to get vaccinated, which opposes the general consensus that vaccination is an important and effective way to protect against the virus.",7,889505564098785300
3,0,0,3,neutral,neutral,negative,neutral,positive,50,25,25,0,25,0,75,1,negative,negative,neutral,negative,0,negative,36,neutral,There is no explicit opinion about the vaccine stated in the tweet.,8,889505564098785300
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,482,neutral,,0,1261003499221004300
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,482,neutral,"The tweet does not express any opinion on the vaccination requirements, instead simply providing information on the new guidance changes.",1,1261003499221004300
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,482,neutral,"is tweet does not express any sentiment regarding vaccination, but rather provides factual information about changes to vaccine requirements.",3,1261003499221004300
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,482,neutral,,40,1261003499221004300
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,482,neutral,e tweet is merely sharing information about new guidelines for vaccine requirements and does not express any personal sentiment or opinion towards vaccination.,41,1261003499221004300
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,482,negative,"nt regarding vaccination expressed by the user in this tweet is neutral. The tweet is purely providing factual information, not expressing a personal opinion or emotional response to the topic of vaccination.",45,1261003499221004300
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,482,neutral,"is tweet is factual and objective, providing information about new guidance for CDC vaccine requirements and no sentiment about the vaccines themselves.",4,1261003499221004300
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,482,neutral,"e tweet is providing factual and objective information regarding CDC rules that outline new guidance changes for vaccine requirements, without expressing an opinion.",5,1261003499221004300
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,482,neutral,"e tweet is factual and objective, discussing the new guidance changes for vaccine requirements. It does not express a sentiment for or against vaccines.",6,1261003499221004300
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,482,neutral,"The tweet does not express any sentiment regarding vaccination, instead it provides factual information about new guidance changes for vaccine requirements.",7,1261003499221004300
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,482,neutral,e tweet does not express any opinion about the user's stance towards vaccination.,8,1261003499221004300
